"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","buyBoxPercentage","priorBuyBoxPercentage","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam Spirale Opaque Agenda Semainier 2027 | Bleu · Langue: Français","B0H395SM5G","B0H395SM5G","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","11","0","100","0","10.25","0.00","1","0","10.25","0","9.1","0"
"Finocam Calendrier Mural International 2027 | Photos Venice","B0GYNW2R9M","B0GYNW2R9M","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","71","0","100","0","9.33","0.00","1","0","9.33","0","1.4","0"
"Finocam Moniquilla Carnet Couverture Rigide | Rouge - Cahier","B0GJT6GJTW","B0GJT6GJTW","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","40","0","100","0","9.17","0.00","1","0","9.17","0","2.5","0"
"Finocam Spirale Agenda Semainier 2027 | Goldy · Langue: Français","B0H395TQKC","B0H395TQKC","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","17","0","100","0","9.17","0.00","1","0","9.17","0","5.9","0"
"Finocam Spirale Agenda Semainier 2027 | Flora · Langue: Français","B0H39623NL","B0H39623NL","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","156","0","100","0","9.17","0.00","1","0","9.17","0","0.6","0"
"Finocam – Calendrier mural Gros Chiffres 2026 1 Mois par page Janvier – Décembre 2026 (12 mois) | Calendrier 2026 | Planificateur mensuel Neutre – Français","B0FG3877B3","B0FG3877B3","Finocam","Calendriers, agendas & organiseurs - Organisateurs de bureau","Organisateurs de bureau","67","37","100","0","8.93","18.32","2","4","4.46","0","3","10.8"
"Finocam – Agenda 2022-2023 Minimal 18 mois Semaine sur 2 pages Présentation horizontale Juillet 2022 – Décembre 2023 (18 mois) Noir International DIN A6 (M3-100 x 150 mm)","B09QX3BW87","B09QX3BW87","Finocam","Agendas et organisateurs personnels","Organisateurs de bureau","2","0","100","0","8.39","0.00","1","0","8.39","0","50","0"
"Finocam – Calendrier de bureau 2026 1 Mois par page Janvier – Décembre 2026 (12 mois) | Calendrier 2026 pour noter | Planificateur mensuel Design – Français","B0FG35RLNR","B0FG35RLNR","Finocam","Calendriers, agendas & organiseurs - Organisateurs de bureau","Organisateurs de bureau","71","80","100","0","8.33","66.64","1","8","8.33","0","1.4","10"
"Finocam Haiku Planner semainier Non daté | Vue hebdomadaire verticale | Bleu · International - Planner","B0GJSXHGWN","B0GJSXHGWN","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","39","0","100","0","7.79","0.00","1","0","7.79","0","2.6","0"
"Finocam – Cahier Design Uni Mountain","B0D3F6WRR9","B0D3F6WRR9","Finocam","22903203","Papier, enveloppes et fournitures d'expédition","2","0","100","0","7.42","0.00","1","0","7.42","0","50","0"
"Finocam – Agenda Minimal 18 mois 2025-2026 Semaine sur 2 pages Présentation Horizontale Juillet 2025-Décembre 2026 (18 mois) Girl International","B0DV5S5HYM","B0DV5S5HYM","Finocam","Agendas civils et carnets de RDV","Fournitures de bureau","20","370","100","0","6.92","168.96","1","12","6.92","0","5","3.2"
"Finocam Calendrier Mural International 2027 | Photos Traveling","B0GYNVJN8F","B0GYNVJN8F","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","47","0","100","0","6.67","0.00","1","0","6.67","0","2.1","0"
"Finocam Calendrier de Bureau International 2027 | Photos Nature","B0GYNWPBNX","B0GYNWPBNX","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","3","0","100","0","6.42","0.00","1","0","6.42","0","33.3","0"
"Finocam Calendrier de Bureau International 2027 | Photos Traveling","B0GYNZ4RW6","B0GYNZ4RW6","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","47","0","100","0","6.42","0.00","1","0","6.42","0","2.1","0"
"Finocam Planner Agenda 2027 Gris · International – Agenda mensuel","B0GYP7BL44","B0GYP7BL44","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","26","0","100","0","6.00","0.00","1","0","6.00","0","3.8","0"
"Finocam Haiku Planner mensuel Non daté | 1 Mois par Page | Bleu · International - Planner","B0GJT6GKHR","B0GJT6GKHR","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","8","0","100","0","4.17","0.00","1","0","4.17","0","12.5","0"
"Finocam – Cahier Nexo Couverture Souple Ligné Noir | Cahier A5 à Feuilles Microperforées | Pochette et Passant pour stylo | 72 Feuilles, Idéal pour Écrire et Prendre des Notes","B0DV5S69BB","B0DV5S69BB","Finocam","22903203","Papier, enveloppes et fournitures d'expédition","12","0","100","0","3.55","0.00","1","0","3.55","0","8.3","0"
"Finocam Lot d’autocollants repositionnables Talkual - Organisation personnelle","B07TCPX2PP","B07TCPX2PP","Finocam","22905007","Organisateurs de bureau","7","0","100","0","3.33","0.00","1","0","3.33","0","14.3","0"
"Finocam – Porte-documents A4 FOCUS – Noir | Polyuréthane de haute qualité | Portfolio fermeture zippée – Passant pour stylo et compartiment pour tablette| Avec bloc-notes","B085QVMWJW","B085QVMWJW","Finocam","22903164","Fournitures de bureau","1","1","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Lot de notes repositionnables Talkual - Organisation personnelle","B08D3QC7MF","B08D3QC7MF","Finocam","22905007","Organisateurs de bureau","1","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
