"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","buyBoxPercentage","priorBuyBoxPercentage","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam - Calendar 2024 International Wall Images January 2024 - December 2024 (12 Months) Charming International","B0C2V9XT1W","B0C2V9XT1W","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Calendar 2024 International Wall Images January 2024 - December 2024 (12 Months) Parks International","B0C33CHKC2","B0C33CHKC2","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Mara 18 Monate 2024 2025 Vertikale Wochenansicht Juli 2024 - Dezember 2025 (18 Monate) Schwarz International","B0CTMT163V","B0CTMT163V","Finocam","Terminkalender","22903000","1","1","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Espiral 18 Monate 2024 2025 2 Tage pro Seite Juli 2024 - Dezember 2025 (18 Monate) Schwarz International","B0CTMT1S9K","B0CTMT1S9K","Finocam","Terminkalender","22903000","1","1","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Espiral 18 Monate 2024 2025 2 Tage pro Seite Juli 2024 - Dezember 2025 (18 Monate) Girl International","B0CTMT7LYW","B0CTMT7LYW","Finocam","Terminkalender","22903000","1","1","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Mínimal 18 Monate 2024 2025 Horizontale Wochenansicht Juli 2024 - Dezember 2025 (18 Monate) Pretty International","B0CTMT9LVP","B0CTMT9LVP","Finocam","Terminkalender","22903000","2","1","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Mínimal 18 Monate 2024 2025 Horizontale Wochenansicht Juli 2024 - Dezember 2025 (18 Monate) Daisy International","B0CTMTCBM9","B0CTMTCBM9","Finocam","Terminkalender","22903000","3","4","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Mara 18 Monate 2024 2025 Vertikale Wochenansicht Juli 2024 - Dezember 2025 (18 Monate) Türkis International","B0CTMTFX3N","B0CTMTFX3N","Finocam","Terminkalender","22903000","1","1","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Mínimal 18 Monate 2024 2025 Horizontale Wochenansicht Juli 2024 - Dezember 2025 (18 Monate) Pretty International","B0CTMTV5WR","B0CTMTV5WR","Finocam","Terminkalender","22903000","3","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Espiral 18 Monate 2024 2025 Horizontale Wochenansicht Juli 2024 - Dezember 2025 (18 Monate) Schwarz International","B0CTMV17X8","B0CTMV17X8","Finocam","Terminkalender","22903000","2","9","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminkalender Espiral 18 Monate 2024 2025 Horizontale Wochenansicht Juli 2024 - Dezember 2025 (18 Monate) Girl International","B0CTMVRP8F","B0CTMVRP8F","Finocam","Terminkalender","22903000","1","3","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Notizbuch Design Blanko Lion","B0D3F2C3XM","B0D3F2C3XM","Finocam","Notizblöcke","22903000","1","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Notizbuch Design Blanko Flamingo","B0D3F52LYP","B0D3F52LYP","Finocam","Notizblöcke","22903000","1","1","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Notizbuch Class Blanko Rot","B0D3F53DRY","B0D3F53DRY","Finocam","Notizblöcke","22903000","2","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Notizbuch Design Blanko Mountain","B0D3F5GXRS","B0D3F5GXRS","Finocam","Notizblöcke","22903000","3","3","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Bebilderter Wandkalender International 2025 Monatsansicht Januar 2025 bis Dezember 2025 (12 Monate) Paris International","B0D3F5KTC9","B0D3F5KTC9","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Notizbuch Modern Dotted-Gepunktet Blau","B0D3F5WZ18","B0D3F5WZ18","Finocam","Notizblöcke","22903000","3","10","0","0","0.00","9.97","0","1","0.00","0","0","10"
"Finocam - Notizbuch Modern Dotted-Gepunktet Schwarz","B0D3F5X5NK","B0D3F5X5NK","Finocam","Notizblöcke","22903000","3","0","100","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Bebilderter Tischkalender International 2025 Monatsansicht Januar 2025 bis Dezember 2025 (12 Monate) Nature International","B0D3F61KR1","B0D3F61KR1","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Notizbuch Modern Dotted-Gepunktet Rosa","B0D3F641RS","B0D3F641RS","Finocam","Notizblöcke","22903000","2","0","0","0","0.00","0.00","0","0","0.00","0","0","0"
