"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam - Notizbuch Nexo Flexibler Einband Dotted-Gepunktet Camel | Kleines Notizbuch mit perforierten Blättern | Innentasche und Stifthalter | 72 Seiten, Ideal als Bullet Journal","B0DV6CX3K6","8058006","Finocam","Notizblöcke","22903000","5","3","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 Wochenansicht Vertikal | Januar–Dezember (12 Monate) | A5 Terminplaner mit Gummiband und Lesezeichenband | Flexibler Einband Capri - Schwarz - International","B0F9L9M53Z","884010126","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner Monatsansicht 2026 Monatsansicht Januar 2026–Dezember 2026 (12 Monate) Grau International","B0F9LBV1D3","625535026","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","78","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Tischkalender 2026 Monatsansicht Januar–Dezember 2026 + Sept.–Dez. 2025 (4 Monate) reduziert | Kalender 2026 | Bilder Madrid - International","B0F9LBV7J5","781245726","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 Wochenansicht Horizontal | Januar–Dezember (12 Monate) | B5 Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband Optimal - Emma - International","B0F9LC83P3","754010426","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Lesezeichenband | Festeinband Porto - Rot - International","B0F9LCDM73","623643026","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner Spiralbindung 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband Alma - Schwarz - International","B0F9LCF6PR","762110126","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 Wochenansicht Horizontal | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband Optimal - Emma - International","B0F9LCGBLL","754000426","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Tischkalender 2026 Monatsansicht Januar–Dezember 2026 + Sept.–Dez. 2025 (4 Monate) reduziert | Kalender 2026 | Bilder Amsterdam - International","B0F9LCQ4FP","781245826","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","1","2","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Tischkalender 2026 Monatsansicht Januar–Dezember 2026 + Sept.–Dez. 2025 (4 Monate) reduziert | Kalender 2026 | Bilder Charming - International","B0F9LCV2PN","781244926","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband und Lesezeichenband | Festeinband Porto Design - Malva - International","B0F9LCV63M","623621626","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner Spiralbindung 2026 Wochenansicht Vertikal | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband You - Weizen - International","B0F9LD4PD6","760203026","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner Spiralbindung 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband Alma - Koralle - International","B0F9LDHV76","762110526","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Wandkalender 2026 18 x 18 cm Monatsansicht Januar–Dezember 2026 + Sept.–Dez. 2025 (4 Monate) reduziert | Kalender 2026 | Bilder Traveling - International","B0F9LDMYZ3","781235126","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner Spiralbindung 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband You - Blätter - International","B0F9LDSGY1","760212826","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","3","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 Wochenansicht Horizontal | Januar–Dezember (12 Monate) | B5 Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband Optimal - Vera - International","B0F9LDWNFT","754010326","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","4","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner Spiralbindung 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband Alma - Blau - International","B0F9LF68KF","762110426","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | A5 Terminplaner mit Gummiband und Lesezeichenband | Flexibler Einband Capri - Happy - International","B0F9LFF9WD","884020226","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","3","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 Wochenansicht Vertikal | Januar–Dezember (12 Monate) | A5 Terminplaner mit Gummiband und Lesezeichenband | Flexibler Einband Capri - Happy - International","B0F9LFFG99","884010226","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","11","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner Spiralbindung 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband You - Weizen - International","B0F9LFGYPR","760213026","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","7","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner Spiralbindung 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband You - Cotton - International","B0F9LFH6JW","760213126","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","4","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner 2026 1 Tag pro Seite | Januar–Dezember (12 Monate) | B5 Jahresterminplaner 2026 mit Gummiband | Doppelte Spiralbindung Festeinband Optimal - Emma - International","B0F9LFR2FK","754020426","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminplaner + Notizen Wochenansicht 2026 Wochenansicht + Notizen Januar 2026–Dezember 2026 (12 Monate) Grau International","B0F9LFWG1M","625545026","Finocam","Kalender, Planer & Organizer - Büroorganisation","Büroorganisation","0","0","0.00","0.00","0","0","0.00","0","0","0"
