"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam - Kalendarz Obrazy Biurkowy Międzynarodowy 2025 Widok Miesiąca styczeń 2025 - grudzień 2025 (12 miesięcy) Paris Międzynarodowy","B0D3F5KQDT","781245525","Finocam","Kalendarze biurkowe","22903000","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminarz Capri 2025 Tydzień w Widoku Pionowym styczeń 2025 - grudzień 2025 (12 miesięcy) Czarny Międzynarodowy","B0D3F5R1Y4","884010125","Finocam","Kalendarze biurkowe","22903000","2","1","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminarz Spiralny 18 miesięcy 2025 2026 Dwa Dni na Stronie lipiec 2025 - grudzień 2026 (18 miesięcy) Girl Międzynarodowy","B0DV5QDXLM","636250526","Finocam","Kalendarze biurkowe","22903000","0","3","0.00","0.00","0","0","0.00","0","0","0"
"FINOCAM - Notatnik Nexo Oprawa Miękka Gładki Czarny | Notatnik A5 Dziurkowane strony | Kieszonkowy z Uchwytem na Długopis | 72 Strony, Idealny do Pisania i Rysowania","B0DV5S2BDS","8057101","Finocam","Kalendarze biurkowe","22903000","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Etui Zamek Opuncja Czarny","B0DV5SNSCV","5098301","Finocam","Kalendarze biurkowe","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Terminarz Mínimal 18 miesięcy 2025 2026 Tydzień w Widoku Poziomym lipiec 2025 - grudzień 2026 (18 miesięcy) Daisy Międzynarodowy","B0DV5SWV8G","636111226","Finocam","Kalendarze biurkowe","22903000","1","0","0.00","0.00","0","0","0.00","0","0","0"
"FINOCAM - Notatnik Nexo Twarda Oprawa Gładki Czarny | Notatnik Mały Dziurkowane strony | Kieszonkowy z Uchwytem na Długopis | 72 Strony, Idealny do Pisania i Rysowania","B0DV5SX6J9","8054001","Finocam","Kalendarze biurkowe","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"FINOCAM - Notatnik Nexo Oprawa Miękka Dotted - W kropki Czarny | Notatnik A5 Dziurkowane strony | Kieszonkowy z Uchwytem na Długopis | 72 Strony, Idealny do dziennika typu Bullet Journal","B0DV642H4Y","8058101","Finocam","Kalendarze biurkowe","22903000","1","4","0.00","0.00","0","0","0.00","0","0","0"
"Finocam – Diary Planner + Notes Month to View 2026 Month View + Notes January 2026 – December 2026 (12 months) Grey International","B0F9L9D316","625505026","Finocam","Kalendarze","Organizacja przestrzeni biurowej","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Spiral Planner 2026 Vertical Week to View | January - December (12 months) | Annual Planner 2026 with elastic band | Double Spiral Hardcover Spiral - Alma - Black - International","B0F9LBHCHZ","762100126","Finocam","Kalendarze","Organizacja przestrzeni biurowej","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Planner Month to View 2026 Month to View January 2026 – December 2026 (12 months) Grey International","B0F9LBV1D3","625535026","Finocam","Kalendarze","Organizacja przestrzeni biurowej","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Planner 2026 Horizontal Week to View | January - December (12 months) | B5 Annual Planner 2026 with elastic band | Double Spiral Hardcover Optimal - Emma - International","B0F9LC83P3","754010426","Finocam","Kalendarze","Organizacja przestrzeni biurowej","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Desktop Calendar 2026 Month to View January, December 2026 + Sep-Dec 2025 (4 months) reduced, Images Nature, International","B0F9LGMHYG","781245326","Finocam","Kalendarze","Organizacja przestrzeni biurowej","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Spiral Planner 2026 Vertical Week to View | January - December (12 months) | Annual Planner 2026 with elastic band | Double Spiral Hardcover Spiral Alma - Coral - International","B0F9LGZJR2","762100526","Finocam","Kalendarze","Organizacja przestrzeni biurowej","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Planner 2026 Vertical Week to View | January - December (12 months) | Annual Planner 2026 with elastic band and knitted band | Hardcover Porto Design - Mauve - International","B0F9LKB6NR","623611626","Finocam","Kalendarze","Organizacja przestrzeni biurowej","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Weekly Planner 16-Month | Weekly View Vertical Layout · September 2026 to December 2027 | Black · International - Week-to-view diary","B0GJSPSHJ7","626700127","Finocam","Kalendarze biurkowe","22903000","4","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Daily Planner 16-Month | 1 Day per Page · September 2026 to December 2027 | Burgundy · International - Day-to-page diary","B0GJSRYFXP","626710427","Finocam","Kalendarze biurkowe","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Daily Planner 16-Month | 1 Day per Page · September 2026 to December 2027 | Black · International - Day-to-page diary","B0GJSS4V36","626710127","Finocam","Kalendarze biurkowe","22903000","3","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mara Daily Planner 18-Month | 1 Day per Page · July 2026 to December 2027 | Pretty · International - Day-to-page diary","B0GJSSNL18","636310927","Finocam","Kalendarze biurkowe","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Espiral Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Girl · International - Week-to-view diary","B0GJST9G3G","636240527","Finocam","Kalendarze biurkowe","22903000","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Capri Weekly Planner 16-Month | Weekly View Horizontal Layout · September 2026 to December 2027 | Power · International - Week-to-view diary","B0GJSTVNYG","627320527","Finocam","Kalendarze biurkowe","22903000","5","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dotted Weekly Planner 16-Month | Weekly View Horizontal Layout · September 2026 to December 2027 | Gala · International - Week-to-view diary","B0GJSTYCBJ","626900627","Finocam","Kalendarze biurkowe","22903000","9","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dotted Weekly Planner 16-Month | Weekly View Horizontal Layout · September 2026 to December 2027 | Black · International - Week-to-view diary","B0GJSV82XJ","626900127","Finocam","Kalendarze biurkowe","22903000","3","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mara Weekly Planner 18-Month | Weekly View Vertical Layout · July 2026 to December 2027 | Daisy · International - Week-to-view diary","B0GJSVYR6D","636301227","Finocam","Kalendarze biurkowe","22903000","5","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Espiral Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Black · International - Week-to-view diary","B0GJSWFNVF","636240327","Finocam","Kalendarze biurkowe","22903000","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Espiral Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Pretty · International - Week-to-view diary","B0GJSX425K","636240927","Finocam","Kalendarze biurkowe","22903000","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Haiku Undated Weekly Planner | Weekly View Vertical Layout | Blue · International - Planner","B0GJSXHGWN","1480303","Finocam","Planery i organizery osobiste","Organizacja przestrzeni biurowej","4","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mara Weekly Planner 18-Month | Weekly View Vertical Layout · July 2026 to December 2027 | Blue · International - Week-to-view diary","B0GJSYLDLW","636301427","Finocam","Kalendarze biurkowe","22903000","27","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Capri Weekly Planner 16-Month | Weekly View Horizontal Layout · September 2026 to December 2027 | Jungle · International - Week-to-view diary","B0GJT13HPB","627320127","Finocam","Kalendarze biurkowe","22903000","4","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Haiku Undated Weekly Planner | Weekly View Vertical Layout | Black · International - Planner","B0GJT13SGR","1480301","Finocam","Planery i organizery osobiste","Organizacja przestrzeni biurowej","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Bari Undated Weekly Planner | Weekly View Vertical Layout · International","B0GJT1DK56","1490401","Finocam","Planery i organizery osobiste","Organizacja przestrzeni biurowej","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Capri Weekly Planner 16-Month | Weekly View Horizontal Layout · September 2026 to December 2027 | Happy · International - Week-to-view diary","B0GJT1MPDL","627320327","Finocam","Kalendarze biurkowe","22903000","5","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mínimal Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Black · International - Week-to-view diary","B0GJT23KQK","636100327","Finocam","Kalendarze biurkowe","22903000","5","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Espiral Planner 18-Month | 2 Days per Page · July 2026 to December 2027 | Daisy · International - Day-to-page diary","B0GJT23N8Z","636251227","Finocam","Kalendarze biurkowe","22903000","7","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Espiral Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Daisy · International - Week-to-view diary","B0GJT24P8W","636241227","Finocam","Kalendarze biurkowe","22903000","3","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Dotted Weekly Planner 16-Month | Weekly View Horizontal Layout · September 2026 to December 2027 | Bloom · International - Week-to-view diary","B0GJT2872V","626900327","Finocam","Kalendarze biurkowe","22903000","3","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mara Daily Planner 18-Month | 1 Day per Page · July 2026 to December 2027 | Daisy · International - Day-to-page diary","B0GJT2N36W","636311227","Finocam","Kalendarze biurkowe","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Weekly Planner 16-Month | Weekly View Vertical Layout · September 2026 to December 2027 | Black · International - Week-to-view diary","B0GJT2R199","626720127","Finocam","Kalendarze biurkowe","22903000","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Espiral Planner 18-Month | 2 Days per Page · July 2026 to December 2027 | Black · International - Day-to-page diary","B0GJT2SJZK","636250327","Finocam","Kalendarze biurkowe","22903000","8","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mara Daily Planner 18-Month | 1 Day per Page · July 2026 to December 2027 | Black · International - Day-to-page diary","B0GJT3MCGM","636310327","Finocam","Kalendarze biurkowe","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Espiral Planner 18-Month | 2 Days per Page · July 2026 to December 2027 | Pretty · International - Day-to-page diary","B0GJT3X9FM","636250927","Finocam","Kalendarze biurkowe","22903000","21","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Daily Planner 16-Month | 1 Day per Page · September 2026 to December 2027 | Black · International - Day-to-page diary","B0GJT437XZ","626730127","Finocam","Kalendarze biurkowe","22903000","4","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mínimal Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Girl · International - Week-to-view diary","B0GJT4J9FN","636100527","Finocam","Kalendarze biurkowe","22903000","10","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mara Weekly Planner 18-Month | Weekly View Vertical Layout · July 2026 to December 2027 | Black · International - Week-to-view diary","B0GJT4P82S","636300327","Finocam","Kalendarze biurkowe","22903000","7","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mínimal Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Daisy · International - Week-to-view diary","B0GJT5BXLY","636111227","Finocam","Kalendarze biurkowe","22903000","5","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mínimal Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Black · International - Week-to-view diary","B0GJT64GM9","636110327","Finocam","Kalendarze biurkowe","22903000","8","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mínimal Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Pretty · International - Week-to-view diary","B0GJT6TSSN","636110927","Finocam","Kalendarze biurkowe","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mínimal Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Daisy · International - Week-to-view diary","B0GJT7CD83","636101227","Finocam","Kalendarze biurkowe","22903000","9","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Ikon Weekly Planner 16-Month | Weekly View Vertical Layout · September 2026 to December 2027 | Burgundy · International - Week-to-view diary","B0GJT88P6D","626700427","Finocam","Kalendarze biurkowe","22903000","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Mara Weekly Planner 18-Month | Weekly View Vertical Layout · July 2026 to December 2027 | Pretty · International - Week-to-view diary","B0GJTBHR9G","636300927","Finocam","Kalendarze biurkowe","22903000","7","0","0.00","0.00","0","0","0.00","0","0","0"
